appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,scn_decision
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
FCT,Missing,Missing,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Conspiracy,Missing,1,1,0,5,5,0,10,0,0,Granted
Missing,South-West,Trespassing,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Fraud_impersonation,Payment_damages,1,1,0,2,2,0,0,0,0,Granted
South-West,Missing,Unlawful_possession,Prison_term,-1,-1,-1,1,0,1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-South,South-South,Armed_robbery,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,North-West,Fraud_impersonation,Payment_damages,-1,-1,-1,3,3,0,0,0,0,Dismissed
Missing,North-Central,Murder_manslaughter,Missing,1,1,0,1,1,0,0,2,4,Granted
FCT,North-Central,Theft,Appeal_granted,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Armed_robbery,Death,-1,-1,-1,7,7,0,0,0,0,Dismissed
Missing,South-West,Claim_for_recovery,Missing,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Curroption_abuse_office,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Trespassing,Fine,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Trespassing,Fine,1,1,0,1,1,0,0,0,0,Dismissed
North-Central,North-East,Missing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
South-West,South-West,Missing,Missing,-1,-1,-1,3,3,0,0,0,0,Granted
South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Missing,Payment_damages,1,1,0,2,2,0,0,0,0,Granted
Missing,South-West,Missing,Payment_damages,1,1,0,1,1,0,5,0,0,Granted
South-South,South-South,Human_rights_violation,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Curroption_abuse_office,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Missing,Missing,1,1,0,1,1,0,2,0,0,Dismissed
Missing,South-West,Missing,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Missing,1,1,0,1,1,0,0,0,0,Granted
Missing,South-West,Missing,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Appeal_granted,1,1,0,1,1,0,0,0,0,Granted
Missing,South-West,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Missing,1,1,0,1,1,0,0,0,0,Dismissed
Missing,Missing,Others,Fine,1,0,1,1,1,0,0,0,0,Granted
Missing,Missing,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Election_petition,Appeal_granted,1,1,0,2,2,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,Missing,Missing,Prison_term_fine,-1,-1,-1,9,9,0,0,0,0,Granted
Missing,South-West,Civil_petition,Fine,1,1,0,1,1,0,0,0,0,Granted
Missing,South-West,Court_order_violation,Fine,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Human_rights_violation,Payment_damages,1,1,0,2,2,0,0,0,0,Granted
Missing,North-Central,Fraud_impersonation,Missing,1,1,0,1,1,0,0,0,0,Granted
Missing,South-West,Missing,Payment_damages,1,1,0,1,1,1,0,0,0,Dismissed
Missing,South-South,Unlawful_termination_appointment,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Court_order_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Dispute,Payment_damages,1,1,0,1,1,0,3,0,0,Dismissed
Missing,South-West,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Missing,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Granted
South-East,Missing,Murder_manslaughter,Prison_term,1,0,1,1,1,0,1,2,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Unlawful_termination_appointment,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
South-West,South-West,Armed_robbery,Missing,-1,-1,-1,3,3,0,4,0,0,Dismissed
Missing,South-West,Damage_property,Fine,1,1,0,2,2,0,0,0,0,Dismissed
Missing,South-West,Theft,Payment_damages,1,0,1,1,1,0,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,1,0,0,Dismissed
Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,6,6,0,0,0,0,Granted
Missing,Missing,Claim_for_recovery,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Missing,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,FCT,Unlawful_possession,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Missing,Missing,-1,-1,-1,3,3,0,0,0,0,Dismissed
South-West,South-West,Trespassing,Payment_damages,1,0,1,3,0,3,0,0,0,Granted
South-South,South-West,Missing,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,Missing,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-Central,North-Central,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,1,0,1,1,1,0,0,1,0,Granted
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,FCT,Law_of_tort,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Damage_property,Others,1,0,1,1,0,1,0,0,0,Dismissed
Missing,South-West,Claim_for_recovery,Appeal_granted,1,1,0,1,1,0,0,0,0,Granted
South-West,South-West,Armed_robbery,Prison_term,1,1,0,1,1,0,4,0,0,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
FCT,North-Central,Unlawful_possession,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Election_petition,Appeal_granted,1,1,0,1,1,0,0,0,0,Granted
Missing,South-East,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Trespassing,Fine,1,1,0,1,1,0,0,0,0,Granted
Missing,South-West,Election_petition,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
South-West,South-West,Election_petition,Payment_damages,1,1,0,2,2,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Law_of_tort,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Fine,-1,-1,-1,2,2,0,0,0,0,Granted
Missing,South-South,Law_of_tort,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,North-West,Fraud_impersonation,Prison_term_fine,-1,-1,-1,1,1,0,0,0,0,Granted
North-Central,North-East,Curroption_abuse_office,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-Central,North-Central,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Dismissed
North-Central,North-East,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Dismissed
Missing,North-West,Murder_manslaughter,Death,1,1,0,1,1,0,10,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Dismissed
Missing,North-Central,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
North-Central,North-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
Missing,North-East,Curroption_abuse_office,Fine,-1,-1,-1,1,1,0,0,0,0,Dismissed
North-West,North-West,Election_petition,Appeal_granted,1,1,0,2,2,0,0,0,0,Dismissed
South-South,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-West,South-West,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,South-West,Curroption_abuse_office,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Curroption_abuse_office,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Fine,1,0,1,1,1,0,0,0,0,Granted
South-West,South-West,Law_of_tort,Payment_damages,-1,-1,-1,2,2,0,0,0,0,Granted
South-South,Missing,Unlawful_termination_appointment,Fine,1,1,0,1,1,0,0,0,0,Dismissed
North-West,Missing,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Trespassing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,Missing,Murder_manslaughter,Death,-1,-1,-1,5,5,0,0,0,0,Dismissed
Missing,North-Central,Others,Fine,-1,-1,-1,2,1,1,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Law_of_tort,Payment_damages,1,1,0,1,1,0,0,0,0,Granted
Missing,North-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Fine,-1,-1,-1,-1,-1,-1,5,0,7,Granted
South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Dispute,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Election_petition,Appeal_granted,1,1,0,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-South,South-South,Human_rights_violation,Others,-1,-1,-1,1,1,0,6,0,0,Granted
South-South,Missing,Murder_manslaughter,Death,-1,-1,-1,6,6,0,0,0,0,Granted
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Damage_property,Fine,1,1,0,1,1,0,0,0,0,Granted
South-South,South-South,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,0,4,0,0,Dismissed
North-West,South-West,Dispute,Fine,1,1,0,2,2,0,0,0,0,Granted
Missing,South-West,Missing,Missing,1,0,1,1,1,0,0,0,0,Dismissed
Missing,North-West,Unlawful_termination_appointment,Fine,1,1,0,-1,-1,-1,0,0,0,Granted
Missing,Missing,Claim_for_recovery,Payment_damages,2,0,2,1,0,1,0,0,0,Dismissed
FCT,North-Central,Missing,Missing,2,2,0,2,2,0,0,0,0,Dismissed
South-South,Missing,Missing,Missing,1,1,0,-1,-1,-1,0,0,0,Granted
South-South,South-West,Claim_for_recovery,Payment_damages,1,1,0,2,1,1,0,0,0,Granted
Missing,South-South,Curroption_abuse_office,Fine,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,South-East,Claim_for_recovery,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Fraud_impersonation,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,4,4,0,0,0,0,Dismissed
North-Central,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Election_petition,Payment_damages,1,1,0,2,2,0,0,0,0,Dismissed
Missing,South-East,Election_petition,Payment_damages,2,2,0,2,2,0,0,0,0,Granted
Missing,North-Central,Armed_robbery,Missing,-1,-1,-1,4,4,0,0,1,0,Dismissed
Missing,Missing,Armed_robbery,Death,-1,-1,-1,1,1,0,4,0,0,Dismissed
South-East,South-South,Theft,Appeal_granted,2,2,0,1,1,0,0,0,0,Granted
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,South-East,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-South,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-East,South-East,Murder_manslaughter,Missing,-1,-1,-1,3,3,0,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,3,3,0,22,1,0,Dismissed
FCT,Missing,Unlawful_termination_appointment,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Death,1,0,1,2,2,0,0,1,0,Dismissed
South-South,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Election_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
FCT,FCT,Fraud_impersonation,Payment_damages,-1,-1,-1,2,2,0,0,0,0,Dismissed
Missing,South-West,Missing,Payment_damages,-1,-1,-1,2,2,0,19,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,South-South,Trespassing,Missing,1,1,0,1,1,0,0,0,0,Dismissed
South-East,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,1,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,7,0,0,Dismissed
South-East,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Granted
South-South,South-East,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,2,0,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,North-Central,Murder_manslaughter,Death,1,1,0,1,1,0,3,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,1,0,2,Granted
Missing,South-East,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,1,0,Dismissed
Missing,South-East,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Dismissed
South-West,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,6,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,0,10,0,0,Granted
Missing,South-East,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
North-Central,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-East,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,14,0,0,Dismissed
South-South,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Theft,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
South-South,South-South,Missing,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
North-Central,North-Central,Armed_robbery,Missing,-1,-1,-1,6,6,0,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,1,0,Dismissed
Missing,South-West,Theft,Appeal_granted,1,1,0,1,1,0,0,0,0,Dismissed
South-East,South-East,Missing,Payment_damages,2,2,0,1,1,0,0,0,0,Granted
FCT,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,Missing,Curroption_abuse_office,Payment_damages,-1,-1,-1,5,5,0,12,0,0,Dismissed
South-South,Missing,Claim_for_recovery,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,South-West,Others,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
South-South,South-East,Theft,Appeal_granted,1,1,0,1,1,0,0,0,0,Granted
Missing,South-East,Missing,Missing,1,1,0,1,1,0,0,0,0,Granted
South-West,Missing,Missing,Missing,1,0,1,1,1,0,0,0,0,Granted
South-South,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,-1,0,-1,Granted
South-South,South-East,Election_petition,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Missing,1,1,0,2,2,0,0,0,0,Granted
North-West,North-West,Unlawful_possession,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
FCT,FCT,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,1,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,Missing,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,South-South,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-East,South-East,Murder_manslaughter,Death,1,0,1,2,2,0,0,0,0,Dismissed
FCT,Missing,Murder_manslaughter,Payment_damages,-1,-1,-1,8,8,0,19,0,0,Granted
South-East,South-East,Unlawful_termination_appointment,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
FCT,FCT,Curroption_abuse_office,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,0,5,0,0,Dismissed
FCT,South-South,Curroption_abuse_office,Payment_damages,1,1,0,1,1,0,0,0,0,Granted
South-South,South-South,Theft,Appeal_granted,4,4,0,1,1,0,0,0,0,Granted
South-South,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,0,0,2,Granted
South-South,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-East,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-South,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Dispute,Appeal_granted,1,0,1,2,2,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Prison_term,1,1,0,8,8,0,0,0,0,Granted
South-West,South-West,Murder_manslaughter,Death,1,1,0,1,1,0,4,0,0,Dismissed
Missing,South-East,Law_of_tort,Fine,1,1,0,2,2,0,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Missing,1,1,0,1,1,0,0,1,0,Granted
Missing,Missing,Armed_robbery,Death,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-East,Election_petition,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,1,0,Dismissed
Missing,South-South,Curroption_abuse_office,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Missing,-1,-1,-1,1,1,0,6,3,0,Dismissed
South-South,South-South,Murder_manslaughter,Missing,-1,-1,-1,2,2,0,5,0,0,Dismissed
Missing,South-South,Curroption_abuse_office,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-East,Theft,Missing,-1,-1,-1,7,7,0,12,0,0,Granted
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,4,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-East,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-South,FCT,Election_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Claim_for_recovery,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Fine,1,1,0,1,1,0,0,2,0,Granted
North-West,North-West,Unlawful_possession,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
FCT,Missing,Others,Others,-1,-1,-1,3,3,0,0,0,0,Dismissed
North-West,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
North-West,North-West,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-West,North-West,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
FCT,Missing,Armed_robbery,Prison_term,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-East,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,South-East,Dispute,Payment_damages,1,1,0,1,0,1,0,0,0,Granted
South-East,Missing,Curroption_abuse_office,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-East,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
FCT,FCT,Court_order_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Trespassing,Fine,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,8,8,0,0,0,0,Granted
South-West,South-West,Curroption_abuse_office,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
South-West,South-West,Others,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Curroption_abuse_office,Missing,-1,-1,-1,2,1,1,0,0,0,Granted
Missing,South-South,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,0,5,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,2,2,0,0,0,0,Dismissed
Missing,South-East,Dispute,Payment_damages,-1,-1,-1,5,5,0,0,0,0,Dismissed
Missing,South-East,Others,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Payment_damages,1,1,0,2,2,0,5,0,2,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Fine,1,1,0,1,1,0,0,0,0,Dismissed
Missing,South-South,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,Missing,Claim_for_recovery,Fine,1,1,0,1,1,0,0,0,0,Granted
Missing,Missing,Claim_for_recovery,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-Central,North-Central,Missing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
